ResponseID,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,workerId,site,hitId,assignmentId,condition,trait,consent,attn_check_1_1,attn_check_1_2,attn_check_1_3,attn_check_1_4,attn_check_1_5,attn_check_1_6,attn_check_1_7,RFQ_M_1,RFQ_M_2,RFQ_M_3,RFQ_M_4,RFQ_M_5,RFQ_M_6,RFQ_M_7,RFQ_M_8,RFQ_M_9,RFQ_M_10,RFQ_M_11,RFQ_M_12,RFQ_M_13,RFQ_M_14,RFQ_M_15,site_choice,multitab_faq,profile_num,profile_interest_num,attn_check_2,attn_check_3,engage_1,engage_2,engage_3,engage_4,ease_1,ease_2,ease_3,ease_4,ease_5,success_1,success_2,success_3,success_4,success_5,success_6,partner_1,partner_2,partner_3,partner_4,partner_5,partner_6,partner_7,suc_1,suc_2,suc_3,suc_4,suc_5,suc_6,suc_7,suc_8,suc_9,suc_10,panas_1,panas_2,panas_3,panas_4,panas_5,panas_6,panas_7,panas_8,panas_9,panas_10,panas_11,panas_12,panas_13,panas_14,panas_15,panas_16,panas_17,panas_18,panas_19,panas_20,age,gender,gender-TEXT,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_5,ethnicity_6,ethnicity_7,ethnicity_8,ethnicity_9,ethnicity_10,ethnicity_11,education,activity_1,activity_2,activity_3,activity_4,activity_5,activity_6,activity_7,activity_8,mc_compliance,mc_strategy,mc_strategy_use,trait-trait 1,trait-trait 2,trait-trait 3,careful_response,honest_response,debrief_concerns,debriefing,prevention,promotion,engage,ease,fit_success,fit_partner,ods,activity_distraction,pos_af,neg_af,duplicate,attn_check_1,attn_check,manip_check,exclusion
R_uq6y8Oc5jHgXyAp,21b8cdd3,0,2019-02-12T14:30:07Z,2019-02-12T14:58:36Z,1,27365705,d5d3197c,"Plenty of Fish, test",NA,NA,undesirable_eliminate,undesirable,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,okc,1,0,0,1,4,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,11,11,11,11,11,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,other,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,test,1,1,NA,NA,NA,NA,NA,NA,NA,noncompliant,undesirable_eliminate,1,test,test,test,2,2,test,1,1,1,1,5,1,1,2.8,1,1,1,nonduplicated,1,fail,pass,ineligible
R_23gJSx81lz9PNjy,30d97096,0,2019-02-12T19:53:14Z,2019-02-12T20:33:46Z,1,28824028,4af9e26d,"Bumble, OkCupid, eHarmony, Match.com/ca, Tinder",NA,NA,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,4,6,4,4,4,6,5,5,6,4,7,7,5,6,4,okc,NA,3,1,5,10,4,4,4,5,4,4,NA,1,4,7,7,8,7,8,7,4,4,4,4,4,4,5,15,15,15,14,14,14,14,15,15,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,26,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,NA,NA,NA,NA,NA,NA,compliant,desirable_compile,1,funny,charming,interesting,1,1,NA,1,4.714285714285714,5.5,4,5,4.333333333333333,4,4.2,2,3,3,nonduplicated,0,fail,pass,ineligible
R_DnPMu9UlvBY8hcl,b61e7582,0,2019-02-12T22:59:22Z,2019-02-12T23:17:13Z,1,7992378,54fe4115,"Bumble, OkCupid, eHarmony, Match.com/ca, Pure, Zoosk",NA,NA,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,1,7,5,5,7,7,6,6,7,6,6,6,6,6,5,6,okc,1,20,5,5,9,4,7,6,5,6,3,7,4,6,8,8,10,8,9,8,6,5,6,5,6,5,6,15,16,14,16,16,16,14,16,15,14,4,3,5,4,3,4,3,4,3,4,3,2,4,5,3,4,3,4,3,2,29,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,1,1,NA,compliant,desirable_eliminate,2,looks,intrest,religon,1,1,no its good,1,6.142857142857143,6,5.666666666666667,5,5.5,5.5,5.2,3,3.6,3.4,nonduplicated,1,fail,fail,ineligible
R_XGugDwD2x7cqis1,fe4c4c5e,0,2019-02-12T23:29:58Z,2019-02-13T00:54:48Z,1,23762711,e1f47cc1,"eHarmony, Match.com/ca",NA,NA,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,3,4,2,4,5,3,3,5,6,5,4,5,5,5,4,eharm,NA,8,2,2,10,5,5,4,5,4,3,5,4,5,8,7,7,7,7,8,5,5,5,5,5,5,4,14,14,14,13,14,13,16,14,14,16,4,1,4,1,3,1,1,1,3,3,1,4,1,4,1,4,4,1,4,1,69,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,1,good listener,honest,organized,1,1,There are a lot of scammers on these sites.  Very disappointed,1,3.4285714285714284,4.875,4.666666666666667,4.333333333333333,4.333333333333333,5,3.4,0,3.7,1,nonduplicated,0,pass,pass,eligible
R_sHwcfJhiVV2QupX,97707e8b,0,2019-02-13T01:31:32Z,2019-02-13T01:46:14Z,1,34838366,226ac351,Plenty of Fish,NA,NA,undesirable_eliminate,undesirable,1,NA,NA,NA,1,NA,NA,NA,4,5,5,5,5,4,5,5,4,5,4,4,4,4,5,pof,1,10,3,4,7,5,4,4,4,5,5,5,5,5,7,7,8,7,7,7,4,4,4,4,4,5,5,14,14,14,15,14,15,15,14,15,14,3,3,2,3,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,2,55,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,compliant,desirable_eliminate,2,intrests,where they live,what they are looking for,2,8,none,1,4.714285714285714,4.375,4.333333333333333,3.6666666666666665,4.166666666666667,4.166666666666667,4.2,1,2.7,2.8,nonduplicated,1,fail,fail,ineligible
R_1jkqchUzbdIe25t,db18a5e2,0,2019-02-13T06:57:41Z,2019-02-13T07:15:23Z,1,37304856,1fe6a4fa,"Bumble, Coffee Meets Bagel, OkCupid, eHarmony, Plenty of Fish, Tinder, Zoosk",NA,NA,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,6,5,1,1,5,1,5,7,7,7,7,7,7,7,7,pof,NA,10,5,2,10,7,7,7,7,7,1,7,1,4,10,10,10,10,10,10,7,7,7,7,7,7,7,16,16,11,16,16,17,16,17,17,11,5,1,5,1,5,1,1,1,5,4,1,5,1,5,1,5,5,1,5,1,26,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,single,age,interests,1,1,I liked the women shown,1,3.4285714285714284,7,7,7,7,7,6.1,0,4.9,1,nonduplicated,0,pass,fail,eligible
R_1j7aPhyP777wIGA,c16369ac,0,2019-02-13T08:03:01Z,2019-02-13T08:20:06Z,1,76414084,42ed094d,"Bumble, OkCupid, eHarmony, Match.com/ca, Plenty of Fish, Tinder, Zoosk",NA,NA,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,7,7,6,7,6,6,7,6,6,7,7,6,6,7,7,okc,1,9,3,7,10,7,6,6,6,6,7,7,7,7,10,9,9,10,10,9,6,6,6,7,7,7,7,16,17,16,17,16,17,16,17,16,16,4,4,4,5,5,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,30,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,looks,hobbies,interests,1,1,NA,1,6.571428571428571,6.5,6.333333333333333,2.6666666666666665,6.5,6.5,5.2,0,4.4,4.6,nonduplicated,0,fail,fail,ineligible
R_2c2zuTXRS64JxKw,8714a05d,0,2019-02-13T09:13:28Z,2019-02-13T09:49:11Z,1,98188789,2ee05970,"OkCupid, eHarmony, Tinder",NA,NA,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,1,NA,NA,5,6,5,5,5,5,5,6,5,5,5,5,4,5,6,pof,1,10,5,2,10,5,6,5,5,5,5,5,5,5,8,8,8,8,8,9,6,6,4,5,5,6,4,14,15,15,15,14,15,14,15,13,13,5,3,2,2,3,3,2,3,3,2,2,2,3,2,3,3,3,3,3,2,39,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,2,friendly faces,work ethnic,outdoorsy,1,1,NA,1,5.142857142857143,5.125,5.333333333333333,3.6666666666666665,5.166666666666667,5.333333333333333,4.3,0,2.8,2.6,nonduplicated,1,fail,fail,ineligible
R_2zGZDPKU5oMQZPj,58302330,0,2019-02-13T10:33:04Z,2019-02-13T10:57:03Z,1,66733110,89493b4e,"OkCupid, JDate, Tinder",NA,NA,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,4,3,5,5,5,4,3,5,6,6,3,4,5,4,4,okc,NA,50,10,2,10,6,5,5,6,7,5,5,2,6,9,9,9,9,9,9,6,5,7,7,7,5,7,14,13,13,14,14,15,15,14,15,13,3,2,4,1,3,4,2,2,3,3,2,3,3,2,2,3,3,3,3,2,68,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,semite,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,passion,honesty,happy,3,1,NA,1,4.142857142857143,4.625,5.333333333333333,5.333333333333333,6,6.166666666666667,4.2,0,3,2.3,nonduplicated,0,pass,fail,eligible
R_1Q64lfN0DxIZwl4,a91d0b33,0,2019-02-13T10:41:53Z,2019-02-13T11:12:25Z,1,83101001,ddf15475,"Badoo, eHarmony, Tinder",NA,NA,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,5,6,7,4,6,6,7,6,5,7,5,6,4,6,5,eharm,NA,6,0,2,10,5,5,5,1,5,3,4,6,4,4,6,5,8,4,4,1,1,1,1,2,4,1,11,12,16,11,13,13,17,11,11,17,2,2,2,4,1,2,4,4,1,1,2,3,5,1,4,1,1,3,3,4,35,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,latin,2,NA,NA,NA,NA,1,NA,NA,NA,compliant,desirable_eliminate,3,opennes,energic,adventurous,1,1,"I felt bad with this survey. Because I had a lot time without check the eharmony page, and I forgot that I feel so unsucure about relantionships",1,5.857142857142857,5.5,5,4,2.1666666666666665,1.6666666666666667,1.6,1,1.6,3.4,nonduplicated,0,pass,fail,eligible
R_2YrFrTppxlYvdIJ,8ca8aabb,0,2019-02-13T19:31:43Z,2019-02-13T19:47:45Z,1,86615217,fc1bb09e,eHarmony,NA,NA,desirable_compile,desirable,1,NA,NA,NA,NA,1,NA,NA,5,5,5,4,5,4,5,7,4,5,5,6,5,5,4,eharm,NA,25,0,2,10,4,4,4,2,7,3,5,1,5,5,5,6,6,6,6,3,2,3,4,4,4,3,13,14,14,12,12,13,13,13,13,15,2,1,4,1,4,1,1,1,4,4,1,3,2,4,1,5,4,1,4,1,52,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,eyes,long hair,physically fit,1,1,NA,1,4.714285714285714,5.125,4,6.333333333333333,2.6666666666666665,3.3333333333333335,3.2,0,3.8,1.1,nonduplicated,1,fail,fail,ineligible
R_3oSknM8PVD0dIQw,f5abb5da,0,2019-02-13T19:26:51Z,2019-02-13T19:54:37Z,1,76334610,5371ecce,"eHarmony, Match.com/ca, Zoosk",NA,NA,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,5,7,3,6,5,5,3,4,5,3,4,eharm,NA,4,1,2,10,5,5,4,5,7,2,4,1,2,5,5,8,5,5,8,7,7,7,7,7,7,7,13,11,16,11,12,12,17,12,12,17,2,1,2,1,3,1,1,1,2,3,2,3,1,2,1,2,3,3,3,1,31,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,1,noncompliant,desirable_compile,3,-,-,-,1,8,-,1,3.5714285714285716,4.375,4.666666666666667,6.666666666666667,3,7,1.7,1,2.5,1.3,nonduplicated,0,pass,fail,eligible
R_2CBYRb601CLZX2y,e79ec294,0,2019-02-13T19:55:23Z,2019-02-13T20:16:09Z,1,13004130,52ce8757,"Bumble, OkCupid, Plenty of Fish, Tinder",NA,NA,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,1,6,6,5,7,5,6,7,7,7,7,6,6,7,5,4,okc,NA,15,4,2,10,7,6,5,4,7,1,7,1,1,6,6,7,4,7,8,7,7,7,6,7,7,7,11,12,15,11,14,13,17,13,12,13,3,2,2,4,1,1,1,1,1,1,2,1,1,1,3,3,2,1,2,1,41,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,eyes,lips,hair,1,1,NA,1,6,6.125,6,7,3.3333333333333335,6.833333333333333,2.5,0,1.7,1.7,nonduplicated,1,fail,fail,ineligible
R_27CdLbTg4dik1TS,8fab3294,0,2019-02-13T20:33:58Z,2019-02-13T20:49:28Z,1,55397628,6c8d4673,"Coffee Meets Bagel, OkCupid, eHarmony, Plenty of Fish, Tinder",NA,NA,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,3,5,3,2,7,3,3,7,7,7,7,6,7,6,7,pof,NA,5,2,2,10,7,7,7,6,7,2,5,1,7,10,10,10,10,10,10,6,7,6,6,7,6,7,16,17,11,16,16,16,12,17,17,12,4,1,4,1,5,1,1,1,3,2,1,1,1,4,2,4,5,2,5,1,22,male,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,1,honesty,looks,education,1,1,NA,1,3.7142857142857144,6.75,7,6.666666666666667,7,6.333333333333333,6.4,0,3.7,1.2,nonduplicated,0,pass,pass,eligible
R_RnoEke6MvATB4UV,b10963cf,0,2019-02-13T20:43:54Z,2019-02-13T20:59:20Z,1,7793550,b0393d45,"Badoo, Bumble, OkCupid, eHarmony, Grindr, Match.com/ca, Plenty of Fish, Pure, Tinder, Zoosk",NA,NA,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,1,NA,7,7,7,6,6,7,7,6,7,6,6,7,6,6,7,okc,1,46,12,7,10,6,6,7,5,7,6,6,6,6,8,9,9,10,9,10,7,7,6,6,7,7,7,16,15,14,16,16,16,17,16,16,14,5,5,4,4,4,5,3,4,4,5,5,3,3,4,4,4,4,5,5,3,32,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_eliminate,1,Age,Sex,Interest,1,1,"Enjoyable survey, thanks!",1,6.714285714285714,6.375,6.333333333333333,3.6666666666666665,6.166666666666667,6.666666666666667,5,0,4.2,4.1,nonduplicated,1,fail,pass,ineligible
R_27lZk3SPZ4suiKO,6e413fc7,0,2019-02-13T21:04:19Z,2019-02-13T21:24:29Z,1,9717965,d7c45809,"Bumble, OkCupid, Plenty of Fish, Tinder, Zoosk",NA,NA,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,6,7,7,6,6,4,7,5,7,4,5,4,6,6,7,okc,NA,17,4,2,10,5,4,4,6,6,2,7,2,3,7,7,8,7,8,7,6,5,6,6,7,6,6,13,14,14,14,15,14,14,15,14,13,3,2,3,1,3,1,1,1,3,2,1,4,1,3,1,4,4,1,3,1,29,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_eliminate,1,Polyamorous,Dominant,Has kids,1,1,"This was a very unique study. Most of the online dating research I've looked into has been more focused on the sites themselves, not trying a new strategy. I liked it a lot!",1,6.142857142857143,5.5,4.333333333333333,6,4.333333333333333,6,4.2,0,3.2,1.1,nonduplicated,0,pass,pass,eligible
R_2CkcLudOI20zupK,dbd21d6e,0,2019-02-13T21:36:42Z,2019-02-13T21:52:50Z,1,42383045,a0020c55,"OkCupid, Grindr, Tinder",NA,NA,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,7,6,5,4,7,3,7,6,7,6,4,5,7,7,5,okc,NA,40,0,2,10,2,2,2,2,5,1,5,2,5,4,4,7,6,6,5,2,1,1,3,1,2,1,12,13,15,12,12,12,15,12,13,15,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,2,1,33,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,2,Race/Ethnicity,Location,Relationship style,1,1,NA,1,5.571428571428571,5.875,2,6,2.3333333333333335,1.6666666666666667,2.5,0,1.5,1,nonduplicated,0,pass,pass,eligible
R_1mlniTIDIoUpPL6,e1e08da1,0,2019-02-13T21:38:06Z,2019-02-13T22:04:00Z,1,72244425,26f34e71,"Bumble, OkCupid, Plenty of Fish, Tinder",NA,NA,desirable_compile,desirable,1,NA,NA,NA,NA,1,NA,NA,7,7,5,6,4,7,6,5,6,5,6,6,7,6,6,pof,NA,16,5,5,7,5,2,5,4,4,6,4,3,3,7,6,6,7,6,6,4,4,5,4,4,4,4,14,14,15,14,14,14,15,13,15,14,4,4,3,2,1,1,4,2,2,2,3,3,2,2,1,2,4,4,3,3,24,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,NA,NA,NA,NA,NA,compliant,desirable_eliminate,2,LOOK,PERSONALITY,PICTIURES,1,1,NA,1,6,5.875,4,3.6666666666666665,3.3333333333333335,4.166666666666667,3.8,3,2.6,2.6,nonduplicated,1,fail,fail,ineligible
R_23VnEen5xxd4mB8,11bf33ca,0,2019-02-13T21:36:40Z,2019-02-13T22:08:47Z,1,92936683,db2a9fc5,"Badoo, Bumble, Coffee Meets Bagel, OkCupid, Tinder",NA,NA,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,4,7,5,2,7,6,6,5,7,5,3,3,3,6,2,okc,NA,20,8,2,10,7,7,6,3,7,2,6,2,1,5,5,4,4,6,4,6,5,5,6,5,7,5,11,11,17,11,11,11,17,11,11,17,3,2,1,1,3,1,1,1,2,3,1,1,1,1,1,2,3,1,1,1,19,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_eliminate,2,she thought flirting in front of your partner is okay,republican,said abortion should be illegal,1,1,NA,1,5.285714285714286,4.25,6.666666666666667,6.333333333333333,1.6666666666666667,5.666666666666667,1,0,2,1.1,nonduplicated,0,pass,pass,eligible
R_2CDsqIp7RAiFfPG,8dbffb9a,0,2019-02-14T02:53:00Z,2019-02-14T03:11:52Z,1,61563412,c9ef9113,OkCupid,NA,NA,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,4,4,4,3,5,4,4,4,4,4,4,okc,1,10,4,2,10,4,4,4,3,4,4,5,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,11,11,17,11,11,11,17,11,11,17,1,5,1,3,1,1,3,1,1,1,1,1,1,1,3,1,1,3,1,3,32,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,3,kind,gay,cute,1,1,NA,1,4.142857142857143,4,4,4.333333333333333,1,5,1,0,1,2.4,nonduplicated,0,pass,fail,eligible
R_2DTzbC1eK1uKgVj,9d033956,0,2019-02-14T03:51:13Z,2019-02-14T04:59:26Z,1,80540936,f8b896f1,"Badoo, Bumble, Coffee Meets Bagel, OkCupid, GayRomeo, JDate, Match.com/ca, OurTime, Pure, Tinder, Zoosk",NA,NA,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,1,7,6,7,7,7,7,6,5,6,6,6,6,6,6,7,okc,NA,7,4,5,9,6,7,7,6,7,7,6,6,7,9,10,8,9,10,9,7,7,6,6,5,6,6,16,16,15,17,16,17,17,17,16,16,5,2,5,1,5,3,2,3,4,5,2,4,3,4,4,5,4,3,4,2,33,male,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,3,Trusting,Teenage,Independent,1,1,I Enjoy to answer of all the questions asked in the Survey. I am / always ready or willing to give my best response to the Survey / Companies like you. So You may also contact me in future also for my / best and truthful views...May You Best of Luck for you Better Growth / to achieve your Goals...Plz Send or give me more and more surveys to / earn more and more..... /  /  / Thanks & Regards / John Mathu,1,6.714285714285714,6,6.666666666666667,3.3333333333333335,6.166666666666667,6.166666666666667,5.1,0,4.5,2.5,nonduplicated,1,fail,fail,ineligible
R_1pQkC0FZlzADsfj,78035a45,0,2019-02-14T06:12:17Z,2019-02-14T06:45:51Z,1,61311737,da6ee443,"Badoo, OkCupid, eHarmony, Tinder",NA,NA,desirable_compile,desirable,1,NA,NA,NA,NA,1,NA,NA,2,2,5,6,6,4,6,7,6,7,7,7,6,6,5,okc,NA,16,2,6,10,6,5,4,6,6,2,6,2,4,10,9,10,8,9,10,7,5,7,6,7,6,1,17,17,12,16,17,15,12,16,16,13,5,2,4,1,5,1,2,3,4,5,2,4,1,5,2,4,5,1,4,2,26,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,1,NA,compliant,desirable_eliminate,1,cool,great,NA,1,1,NA,1,4.428571428571429,6.375,5,6,6.333333333333333,6.333333333333333,6.1,2,4.5,1.7,nonduplicated,1,fail,fail,ineligible
R_YS58XQmUEWFpoad,7a46070c,0,2019-02-14T06:32:26Z,2019-02-14T06:54:03Z,1,842369,39ce2eda,eHarmony,NA,NA,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,4,4,3,5,4,6,4,5,5,4,6,6,5,4,6,pof,NA,6,1,2,10,3,3,3,2,5,2,5,3,3,7,7,8,7,7,6,6,6,6,5,7,6,6,13,12,16,13,13,13,13,14,12,15,4,1,2,2,3,1,2,1,1,1,1,4,1,2,2,1,4,1,3,2,48,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,3,Smoking,Drinking,Kids,1,1,NA,1,4.285714285714286,5.125,3,5.333333333333333,4,6,3,0,2.5,1.4,nonduplicated,0,pass,fail,eligible
R_2b10fx1yuJJ11Zb,2fdfcaa0,0,2019-02-14T07:37:19Z,2019-02-14T07:52:09Z,1,34370043,b7831c6d,"eHarmony, Tinder, Zoosk",NA,NA,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,1,NA,NA,7,5,4,3,6,6,4,5,5,5,5,5,6,4,5,eharm,NA,9,4,7,7,7,5,7,5,6,1,7,1,6,8,9,10,9,8,9,6,4,7,4,7,7,5,14,13,13,17,17,17,11,14,14,11,5,1,3,1,4,2,1,1,3,5,1,4,1,5,1,4,1,3,2,4,30,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,compliant,desirable_eliminate,1,Happy,Tall,Face,1,1,NA,1,5,5,6.333333333333333,6.666666666666667,5.833333333333333,5.833333333333333,5.5,1,3.6,1.6,nonduplicated,1,fail,fail,ineligible
R_2Uim2pA98n6zGf9,d9f7d2b2,0,2019-02-14T07:40:18Z,2019-02-14T07:57:54Z,1,26428161,5d0b1014,"OkCupid, Plenty of Fish",NA,NA,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,1,7,1,7,7,7,7,7,7,7,eharm,NA,12,0,2,10,4,4,4,1,7,4,4,1,7,4,4,4,4,7,4,2,1,1,1,1,1,1,11,11,17,11,11,11,17,11,11,17,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,40,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,1,none,NA,NA,1,1,NA,1,6.142857142857143,6.25,4,6,1.5,1.1666666666666667,1,0,1,1.3,nonduplicated,0,pass,pass,eligible
R_UGxP5dFMqzWfuj7,5df7f74d,0,2019-02-14T07:44:39Z,2019-02-14T08:20:39Z,1,21448784,d1d9b0dc,"OkCupid, eHarmony",NA,NA,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,4,6,3,4,5,2,4,6,6,7,5,7,7,6,5,okc,NA,3,0,2,10,2,2,2,6,6,2,5,1,2,4,4,5,5,6,5,1,1,1,1,2,1,1,12,11,17,12,12,11,17,13,12,16,2,2,1,2,3,2,2,1,1,1,3,2,1,1,2,2,3,2,1,1,39,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,Good sense of humor,Easy-going,Accomplished,1,1,NA,1,4,6.125,2,6.333333333333333,1.8333333333333333,1.1666666666666667,1.7,0,1.7,1.8,nonduplicated,0,pass,fail,eligible
R_2Qs7qfnogItrIBt,42109579,0,2019-02-14T08:23:00Z,2019-02-14T08:40:40Z,1,32027607,95e1f8d4,"OkCupid, Plenty of Fish, Pure",NA,NA,desirable_compile,desirable,1,NA,NA,NA,NA,NA,1,NA,5,5,6,6,6,6,6,6,6,6,6,6,6,5,6,pof,NA,3,3,5,9,5,6,6,5,5,5,5,6,5,8,8,7,7,7,7,4,5,5,5,6,5,5,15,16,15,15,16,16,15,15,15,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,45,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,compliant,desirable_eliminate,2,idk,idc,idkc,1,8,no,1,5.714285714285714,5.875,5.666666666666667,3.3333333333333335,4.333333333333333,5,4.6,1,3,3,nonduplicated,1,fail,fail,ineligible
R_1rCXPj5y1FUOmzv,17494899,0,2019-02-14T07:04:41Z,2019-02-14T09:45:02Z,1,39977402,85b36921,"eHarmony, Plenty of Fish, Tinder",NA,NA,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,4,3,3,5,6,3,3,4,3,4,3,3,4,3,3,eharm,NA,10,5,6,8,7,6,5,6,6,7,7,7,7,8,9,10,10,9,8,7,5,5,6,6,5,7,17,12,17,12,12,15,16,12,12,15,5,1,5,1,1,1,1,1,5,5,1,1,1,5,1,5,4,1,5,1,28,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,1,family,funny,outgoing,1,1,this was a very good survey.,1,3.857142857142857,3.375,6,2.6666666666666665,6,5.666666666666667,2.8,0,4.1,1,nonduplicated,0,fail,pass,ineligible
