ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,MID,site,Q_TotalDuration,condition,consent,attn_check_1_1,attn_check_1_2,attn_check_1_3,attn_check_1_4,attn_check_1_5,attn_check_1_6,attn_check_1_7,RFQ_M_1,RFQ_M_2,RFQ_M_3,RFQ_M_4,RFQ_M_5,RFQ_M_6,RFQ_M_7,RFQ_M_8,RFQ_M_9,RFQ_M_10,RFQ_M_11,RFQ_M_12,RFQ_M_13,RFQ_M_14,RFQ_M_15,site_choice,profile_num,profile_interest_num,attn_check_2,overall_engagement_1,overall_engagement_2,overall_engagement_3,overall_engagement_4,overall_engagement_5,overall_ease_1,overall_ease_2,overall_ease_3,overall_ease_4,overall_ease_5,overall_success_1,overall_success_2,overall_success_3,overall_success_4,overall_success_5,overall_success_6,overall_partner_1,overall_partner_2,overall_partner_3,overall_partner_4,overall_partner_5,overall_partner_6,overall_partner_7,overall_partner_8,attn_check_3,strategy_engagement_1,strategy_engagement_2,strategy_engagement_3,strategy_ease_1,strategy_ease_2,strategy_ease_3,strategy_ease_4,strategy_success_1,strategy_success_2,strategy_success_3,age,gender,gender-TEXT,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_5,ethnicity_6,ethnicity_7,ethnicity_8,ethnicity_9,ethnicity_10,ethnicity_11,education,activity_1,activity_2,activity_3,activity_4,activity_5,activity_6,activity_7,activity_8,compliance,careful_response,honest_response,debrief_concerns,debriefing,X136,duplicate,attn_check_1,attn_check,var_response,var_low,exclusion,prevention,promotion,engage,ease,fit_success,fit_partner,fit_strategy_engage,fit_strategy_ease,fit_strategy_success
R_2DSJUAzPPFji2jH,Default Response Set,Anonymous,NA,NA,24.73.83.158,0,2018-10-01T10:01:45Z,2018-10-01T10:22:39Z,1,87847210,930e64ba,"Plenty of Fish, Tinder, Zoosk",1254,0,1,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,2,2,6,2,5,5,4,5,5,5,4,pof,30,4,2,6,6,4,3,5,7,1,1,7,1,6,7,5,1,7,6,5,7,7,7,7,6,7,7,10,5,4,3,6,5,3,3,6,5,5,49,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,"I think I always use a combination of desirable and undesirable traits when looking at profiles. Unfortunately, I have been online dating for many years. It has lead to some good long term relationships but not marriage.",1,NA,nonduplicated,0,pass,5.043333333333333,acceptable,eligible,3.142857142857143,4.375,5.333333333333333,7,6.333333333333333,6.625,4.666666666666667,5.25,5.333333333333333
R_239VVv5HCGT58GV,Default Response Set,Anonymous,NA,NA,185.245.86.155,0,2018-10-01T10:06:10Z,2018-10-01T10:25:03Z,1,41580656,551b4806,OkCupid,1132,1,1,NA,NA,NA,1,NA,NA,NA,4,4,4,4,5,5,5,3,5,4,5,4,5,4,5,okc,3,3,2,4,5,5,4,5,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,5,4,10,5,5,4,4,4,4,4,4,4,4,30,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,1,NA,NA,NA,1,1,1,I do not have any concerns,1,NA,nonduplicated,1,fail,2.26,acceptable,ineligible,4.428571428571429,4.375,4.666666666666667,4,4,4.125,4.666666666666667,4,4
R_2P1g9mGRKRPu6jz,Default Response Set,Anonymous,NA,NA,196.18.237.241,0,2018-10-01T10:06:04Z,2018-10-01T10:25:20Z,1,36848240,dff06be4,OkCupid,1156,1,1,NA,NA,NA,NA,NA,NA,NA,6,6,7,6,7,6,6,5,6,6,5,5,5,5,7,okc,15,8,2,6,6,6,7,5,6,7,6,5,5,6,5,7,6,5,5,6,5,6,7,6,6,7,7,10,6,7,6,6,5,6,7,6,5,5,28,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,NA,1,NA,NA,1,1,1,very nice good and very much in the survey,1,NA,duplicated,0,pass,2.8266666666666667,acceptable,ineligible,6.285714285714286,5.5,6,3.6666666666666665,5,6.25,5,3.5,5.333333333333333
R_3CN25NpGFeLTFZh,Default Response Set,Anonymous,NA,NA,198.153.225.230,0,2018-10-01T10:09:36Z,2018-10-01T10:25:22Z,1,28293704,626d5956,"Bumble, Coffee Meets Bagel, OkCupid, Tinder",946,1,1,NA,NA,NA,NA,NA,NA,NA,7,6,5,6,5,3,6,4,4,6,5,6,5,6,5,pof,5,0,2,2,3,1,6,2,3,6,7,1,6,4,1,1,6,1,2,2,2,1,1,2,2,2,1,10,3,2,2,4,5,3,2,3,4,3,39,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,nonduplicated,0,pass,1.1666666666666667,acceptable,eligible,5.428571428571429,5.125,2,2,1.8333333333333333,1.625,3.6666666666666665,5,3.3333333333333335
R_3O7JCYNSNPVDVIA,Default Response Set,Anonymous,NA,NA,73.38.18.26,0,2018-10-01T09:56:54Z,2018-10-01T10:26:07Z,1,35356943,9de2d125,"OkCupid, Plenty of Fish",1752,1,1,NA,NA,NA,NA,NA,NA,NA,5,7,3,1,7,2,4,5,6,6,1,6,7,4,5,pof,35,2,2,7,7,3,5,6,7,3,1,7,3,5,5,5,6,6,6,7,7,7,7,6,7,6,6,10,7,7,1,6,7,1,1,7,7,6,35,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,8.29,acceptable,eligible,4.142857142857143,5,5.666666666666667,6.333333333333333,4.833333333333333,6.625,7,6.75,6.666666666666667
R_O8tQkVa5GZYn8EF,Default Response Set,Anonymous,NA,NA,174.85.255.66,0,2018-10-01T10:13:23Z,2018-10-01T10:27:19Z,1,4344485,02945af2,"Bumble, Coffee Meets Bagel, OkCupid, eHarmony, Tinder",836,1,1,NA,NA,NA,NA,NA,NA,NA,5,3,5,5,5,6,5,5,5,5,5,6,3,5,6,pof,6,5,2,6,6,3,2,6,5,2,2,6,3,5,3,6,2,6,5,6,5,5,6,5,6,5,3,10,6,3,5,6,6,6,5,5,5,5,23,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,Thanks for a great task!,1,NA,nonduplicated,0,pass,3.44,acceptable,eligible,4.857142857142857,5,5,5.333333333333333,5.166666666666667,5.125,4,4.25,5
R_1pYIlw7qi4ZqkdU,Default Response Set,Anonymous,NA,NA,63.142.246.13,0,2018-10-01T10:06:49Z,2018-10-01T10:31:05Z,1,66709224,f924769e,"OkCupid, Tinder",1455,0,1,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,pof,15,3,6,7,5,5,5,6,4,5,6,5,5,6,6,6,6,5,6,6,6,6,6,4,6,5,6,10,7,5,6,5,6,5,5,6,6,5,29,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,nonduplicated,0,fail,0.8233333333333334,acceptable,ineligible,7,7,5.666666666666667,3,5.166666666666667,5.625,4.666666666666667,4.25,5.666666666666667
R_Avd6bjdlo6wRcS5,Default Response Set,Anonymous,NA,NA,68.189.205.43,0,2018-10-01T09:50:48Z,2018-10-01T10:32:59Z,1,68438688,aecbe216,Plenty of Fish,2530,0,1,NA,NA,NA,NA,NA,NA,NA,5,5,6,7,7,2,6,7,7,7,7,6,7,7,7,pof,7,2,2,5,5,5,4,5,6,1,3,7,3,4,3,4,3,5,4,5,5,5,4,5,5,5,5,10,6,6,1,7,7,1,1,6,6,5,33,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,4.023333333333333,acceptable,eligible,5.428571428571429,6.875,5,5.333333333333333,4.166666666666667,4.875,6.333333333333333,7,5.666666666666667
R_12ScnyfmvTWXYw4,Default Response Set,Anonymous,NA,NA,99.190.34.21,0,2018-09-24T10:10:33Z,2018-09-24T10:35:26Z,0,38426380,39bc790e,"Plenty of Fish, Zoosk",1492,1,1,NA,NA,NA,NA,NA,NA,NA,7,7,6,6,6,6,7,6,6,6,6,7,6,6,6,pof,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonduplicated,0,fail,NA,acceptable,ineligible,6.428571428571429,6.125,NaN,NaN,NaN,NaN,NaN,NaN,NaN
R_3qw0Wa0JphhFLpG,Default Response Set,Anonymous,NA,NA,45.37.29.40,0,2018-10-01T10:17:53Z,2018-10-01T10:38:13Z,1,47075252,c9d34d2e,"OkCupid, Plenty of Fish, Zoosk",1219,0,1,NA,NA,NA,NA,NA,NA,NA,5,7,4,5,6,3,5,6,7,6,3,4,6,6,7,pof,20,2,2,3,2,3,5,6,7,6,4,3,1,1,1,2,6,5,2,5,4,3,1,5,6,2,1,10,1,2,5,4,2,7,6,1,1,1,52,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,3.1666666666666665,acceptable,eligible,5,5.625,2.6666666666666665,6,2.1666666666666665,3.375,2,2.25,1
R_1gBVbricqm0dmOB,Default Response Set,Anonymous,NA,NA,66.31.67.246,0,2018-10-01T09:54:36Z,2018-10-01T10:38:29Z,1,87473691,af98b69c,"Match.com/ca, Plenty of Fish, Tinder",2632,0,1,NA,NA,NA,NA,NA,NA,NA,4,5,2,5,5,3,7,6,6,7,5,7,7,7,6,pof,8,6,2,6,7,7,4,6,7,6,7,7,1,7,6,7,7,6,6,5,5,7,6,7,7,6,6,10,6,7,1,7,6,1,1,6,7,6,32,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,5.416666666666667,acceptable,eligible,4.428571428571429,6.375,6.666666666666667,5,5.5,6.125,6.666666666666667,6.75,6.333333333333333
R_233u0ucMeTNsH4h,Default Response Set,Anonymous,NA,NA,73.216.77.146,0,2018-10-01T10:25:53Z,2018-10-01T10:39:28Z,1,71040614,be5066d5,OkCupid,814,1,1,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,7,4,5,6,7,7,6,5,6,7,6,okc,8,2,2,4,4,3,6,3,6,2,5,3,3,4,4,4,3,4,6,6,7,7,6,7,7,7,6,10,5,4,1,7,7,1,1,5,6,5,30,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,1,1,1,1,8,NA,1,NA,nonduplicated,0,pass,3.8066666666666666,acceptable,eligible,4.571428571428571,6.25,3.6666666666666665,4.666666666666667,4.5,6.625,5.333333333333333,7,5.333333333333333
R_vcO7cd2eMikDLk5,Default Response Set,Anonymous,NA,NA,73.120.56.58,0,2018-09-24T10:03:26Z,2018-09-24T10:39:56Z,0,32528500,0da22a6b,OkCupid,2190,0,1,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,5,3,6,5,6,6,7,6,6,7,6,okc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonduplicated,0,fail,NA,acceptable,ineligible,4.428571428571429,6.125,NaN,NaN,NaN,NaN,NaN,NaN,NaN
R_1QgOHuNLuGhedyo,Default Response Set,Anonymous,NA,NA,107.174.133.112,0,2018-10-01T10:08:23Z,2018-10-01T10:42:05Z,1,39211703,13dfcea0,"eHarmony, GayRomeo, Grindr, HeartBroker, Plenty of Fish",2022,0,1,NA,NA,NA,1,NA,NA,NA,4,5,4,5,3,4,5,4,3,4,4,5,3,4,5,pof,2,1,2,4,4,4,5,4,3,4,4,4,4,5,5,4,5,5,4,4,4,4,4,5,5,4,4,10,4,4,4,4,3,5,4,4,5,3,46,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,1,NA,NA,1,1,1,good,1,NA,nonduplicated,1,fail,2.5433333333333334,acceptable,ineligible,4.285714285714286,4,4,3.6666666666666665,4.333333333333333,4.25,4,3.5,4
R_Q6un5tVTl2cToTD,Default Response Set,Anonymous,NA,NA,104.220.115.72,0,2018-09-24T10:44:25Z,2018-09-24T10:46:26Z,0,49671379,22cef13a,eHarmony,120,1,1,NA,NA,NA,NA,NA,NA,NA,6,6,5,6,5,2,7,7,7,7,7,6,6,6,6,eharm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonduplicated,0,fail,NA,acceptable,ineligible,5.285714285714286,6.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
R_2uqRSLjabhVZd0y,Default Response Set,Anonymous,NA,NA,63.143.203.117,0,2018-10-01T10:26:50Z,2018-10-01T10:51:06Z,1,35911677,b8632b68,Plenty of Fish,1456,0,1,NA,NA,NA,NA,NA,NA,NA,5,2,3,6,5,6,4,6,5,5,5,5,5,5,5,pof,4,0,2,3,2,2,4,4,4,5,1,5,2,4,1,4,4,4,3,1,1,1,1,1,1,1,2,10,2,2,6,3,2,6,2,1,3,1,37,female,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,no,1,NA,nonduplicated,0,pass,2.1666666666666665,acceptable,eligible,4.428571428571429,5.125,2.3333333333333335,5.666666666666667,3.3333333333333335,1.125,2,3.25,1.6666666666666667
R_1HegR4VKrGts4CQ,Default Response Set,Anonymous,NA,NA,104.143.209.101,0,2018-09-24T10:48:25Z,2018-09-24T10:52:35Z,0,42803397,5688c5bb,"Badoo, OkCupid, eHarmony, Plenty of Fish, Tinder",250,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonduplicated,0,fail,NA,acceptable,ineligible,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
R_1QhhguUR7xZ2KBg,Default Response Set,Anonymous,NA,NA,45.50.134.236,0,2018-10-01T10:38:51Z,2018-10-01T10:54:12Z,1,68521072,209359c7,"Plenty of Fish, Tinder",921,0,1,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,5,3,5,4,4,5,4,4,2,3,3,pof,35,3,2,4,4,3,5,5,6,6,3,6,2,4,4,5,3,5,4,5,5,5,4,3,5,3,3,10,4,4,2,6,6,2,2,4,5,4,23,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,3.7066666666666666,acceptable,eligible,4,3.625,3.6666666666666665,5.666666666666667,4.5,4.125,4.666666666666667,6,4.333333333333333
R_xl60PLgoIicfgpb,Default Response Set,Anonymous,NA,NA,108.34.217.197,0,2018-09-24T10:54:55Z,2018-09-24T10:56:27Z,0,62922686,e1834210,OkCupid,91,0,1,NA,NA,NA,NA,NA,NA,NA,2,4,5,2,5,5,1,6,5,6,5,6,5,5,5,okc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonduplicated,0,fail,NA,acceptable,ineligible,3.4285714285714284,5.375,NaN,NaN,NaN,NaN,NaN,NaN,NaN
R_6JVwm88474FHR4t,Default Response Set,Anonymous,NA,NA,107.170.186.79,0,2018-10-01T10:29:41Z,2018-10-01T11:00:25Z,1,98506011,e3c14c5c,"Badoo, Bumble, Chemistry, Coffee Meets Bagel, OkCupid, eHarmony, GayRomeo, Grindr, HeartBroker, JDate, Match.com/ca, OurTime, Plenty of Fish, Pure, Tinder, Zoosk",1844,1,1,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,6,4,5,5,6,5,4,6,6,4,4,okc,5,1,6,6,6,4,2,5,5,4,6,6,2,6,5,6,5,4,4,5,5,5,4,6,6,5,5,10,6,6,2,5,5,6,5,5,5,6,30,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,Thank you,1,NA,nonduplicated,0,fail,3.1433333333333335,acceptable,ineligible,5.285714285714286,5,5.333333333333333,4.333333333333333,4.666666666666667,5.125,6,3.75,5.333333333333333
R_1kXqXhiv93boeSa,Default Response Set,Anonymous,NA,NA,104.143.209.99,0,2018-10-01T10:23:29Z,2018-10-01T11:00:58Z,1,92728079,edb1ecd6,"Badoo, Bumble, Chemistry, Coffee Meets Bagel, OkCupid, eHarmony, GayRomeo, Grindr, HeartBroker, JDate, Match.com/ca, OurTime, Plenty of Fish, Tinder, Zoosk",2248,1,1,NA,NA,NA,NA,NA,NA,NA,7,7,7,6,7,4,7,7,7,5,7,7,7,7,7,okc,30,10,2,7,7,7,7,7,7,1,1,7,1,7,7,7,1,7,7,7,7,7,7,7,7,7,7,10,7,7,1,7,7,1,1,7,7,7,30,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,nice survey,1,NA,nonduplicated,0,pass,4.273333333333333,acceptable,eligible,6.428571428571429,6.75,7,7,7,7,7,7,7
R_D6uOPKcJ5Ykg0ql,Default Response Set,Anonymous,NA,NA,69.24.182.79,0,2018-10-01T10:42:01Z,2018-10-01T11:03:47Z,1,58996786,f82d9121,"OkCupid, Match.com/ca, Tinder",1306,1,1,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,6,2,2,6,5,6,3,6,4,6,6,okc,10,2,2,5,5,5,5,6,6,2,4,5,2,4,4,5,4,5,4,5,5,5,5,5,6,5,5,10,6,4,1,7,6,1,1,6,6,5,28,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,5.673333333333333,acceptable,eligible,3.4285714285714284,5.25,5,5.333333333333333,4.333333333333333,5.125,5.666666666666667,6.75,5.666666666666667
R_1gtZxmsV8IXL3nP,Default Response Set,Anonymous,NA,NA,74.131.232.16,0,2018-10-01T10:41:19Z,2018-10-01T11:03:53Z,1,32032272,2c3eef84,OkCupid,1354,0,1,NA,NA,NA,NA,NA,NA,NA,5,5,6,4,6,6,6,6,5,6,6,4,5,6,5,okc,15,2,2,5,4,5,3,7,7,3,6,6,4,4,4,4,5,6,5,7,7,7,7,7,7,7,7,10,5,4,2,6,6,2,2,5,5,5,27,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,2.11,acceptable,eligible,5.428571428571429,5.375,4.666666666666667,4.333333333333333,4.333333333333333,7,5,6,5
R_3eldEt2MGOCiB42,Default Response Set,Anonymous,NA,NA,67.162.112.39,0,2018-10-01T10:44:07Z,2018-10-01T11:05:04Z,1,92946005,2d91793c,OkCupid,1256,1,1,NA,NA,NA,NA,NA,NA,NA,7,5,7,7,7,6,6,6,6,6,7,7,5,6,5,okc,15,2,2,4,6,6,5,4,5,6,4,4,2,4,5,5,4,5,5,5,5,6,5,5,6,5,6,10,6,5,2,6,6,2,2,5,6,6,27,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,2.1066666666666665,acceptable,eligible,6.428571428571429,6,5.333333333333333,5,4.666666666666667,5.375,5.666666666666667,6,5.666666666666667
R_2zj3yOcMSWgiu62,Default Response Set,Anonymous,NA,NA,134.174.151.211,0,2018-10-01T10:46:51Z,2018-10-01T11:07:53Z,1,99486172,49bf0642,"OkCupid, eHarmony, Tinder",1262,0,1,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,6,3,4,6,6,5,6,5,6,5,6,okc,25,5,2,6,6,4,2,4,6,2,2,6,2,4,4,4,2,6,5,6,6,6,5,6,5,6,4,10,4,2,2,6,2,5,4,2,4,4,38,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,2.8333333333333335,acceptable,eligible,3.5714285714285716,5.625,5.333333333333333,6,4.833333333333333,5.5,4,3.75,3.3333333333333335
R_b4sW2R3mMfmxPBD,Default Response Set,Anonymous,NA,NA,68.114.108.125,0,2018-10-01T10:51:23Z,2018-10-01T11:08:41Z,1,87811680,4698e2f2,eHarmony,1038,0,1,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,3,3,5,7,5,3,4,5,4,6,4,eharm,12,5,2,5,7,4,1,7,7,1,1,7,1,4,7,6,2,7,6,7,7,7,5,7,7,5,7,10,7,4,1,7,7,1,1,4,6,4,34,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,n/a,1,NA,nonduplicated,0,pass,5.656666666666666,acceptable,eligible,3.4285714285714284,4.75,5.333333333333333,7,6,6.5,6,7,4.666666666666667
R_31N8z61APuGaZ5b,Default Response Set,Anonymous,NA,NA,68.49.194.69,0,2018-10-01T10:49:51Z,2018-10-01T11:09:02Z,1,15839105,ce12bbc3,"Plenty of Fish, Tinder",1150,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,6,6,5,2,2,6,6,6,5,6,6,6,pof,6,0,2,7,7,6,1,7,7,3,5,7,1,1,1,7,7,3,3,1,1,1,1,1,1,1,1,10,3,2,4,2,4,6,7,6,6,1,34,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,thanks,1,NA,nonduplicated,0,pass,5.083333333333333,acceptable,eligible,3.7142857142857144,5.375,6.666666666666667,5.666666666666667,2.6666666666666665,1,3,2.25,4.333333333333333
R_wXmqhVBAUzCh3EJ,Default Response Set,Anonymous,NA,NA,65.60.89.50,0,2018-10-01T10:54:54Z,2018-10-01T11:11:42Z,1,59727742,3472b730,eHarmony,1007,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,4,5,5,1,3,6,6,6,5,7,6,7,5,eharm,6,1,2,7,7,7,2,6,7,1,3,6,1,5,5,6,3,6,6,6,6,7,7,6,6,7,6,10,5,6,1,5,5,6,2,6,5,6,37,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,nonduplicated,0,pass,5.89,acceptable,eligible,3,6,7,6.333333333333333,5.5,6.375,6,4.5,5.666666666666667
R_3Ixyf31vu70GdP3,Default Response Set,Anonymous,NA,NA,98.225.117.124,0,2018-10-01T10:48:55Z,2018-10-01T11:11:43Z,1,10686048,649fd665,"OkCupid, Tinder",1367,0,1,NA,NA,NA,NA,NA,NA,NA,3,4,3,6,5,3,6,6,6,5,6,4,5,6,7,okc,13,2,2,6,7,5,4,6,7,2,1,6,1,6,6,5,2,7,6,7,6,7,6,5,7,7,6,10,7,6,1,7,7,1,1,7,6,6,28,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,Thanks!,1,NA,nonduplicated,0,pass,5.89,acceptable,eligible,4.285714285714286,5.625,6,7,6,6.375,6.666666666666667,7,6.333333333333333
R_1n9MMBhPQmdAr18,Default Response Set,Anonymous,NA,NA,74.130.205.132,0,2018-10-01T10:59:23Z,2018-10-01T11:18:47Z,1,51976658,31950148,Plenty of Fish,1163,0,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,6,6,4,7,6,6,6,7,5,5,6,6,pof,4,1,2,4,4,4,3,5,5,3,3,5,2,4,4,5,4,5,4,5,5,5,5,5,5,5,5,10,5,5,3,5,5,3,3,4,5,5,28,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,Very fun and interesting survey!,1,NA,nonduplicated,0,pass,1.3933333333333333,acceptable,eligible,5.428571428571429,5.875,4,5.333333333333333,4.333333333333333,5,5,5,4.666666666666667
R_3p8XS0XNW6QPRRB,Default Response Set,Anonymous,NA,NA,24.9.233.63,0,2018-10-01T10:59:24Z,2018-10-01T11:24:21Z,1,35474127,690949c5,"OkCupid, Tinder",1497,0,1,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,5,2,5,5,6,5,6,6,5,6,6,okc,20,5,2,4,4,5,4,3,5,2,3,5,2,4,4,4,4,5,5,6,5,5,6,5,5,5,5,10,4,4,2,5,5,3,3,5,4,4,32,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,2.756666666666667,acceptable,eligible,3.5714285714285716,5.625,4.333333333333333,5.333333333333333,4.333333333333333,5.25,4.666666666666667,5,4.333333333333333
R_3KGwCrZoElwWATr,Default Response Set,Anonymous,NA,NA,24.183.49.31,0,2018-10-01T11:01:19Z,2018-10-01T11:28:39Z,1,67190831,e74d0c75,Plenty of Fish,1640,1,1,NA,NA,NA,NA,NA,NA,NA,4,5,3,7,6,6,2,7,7,7,7,6,7,7,7,pof,5,1,2,5,6,5,2,3,6,5,4,6,3,2,2,3,4,4,6,5,5,5,6,5,6,5,4,10,4,4,5,4,4,3,4,2,4,2,34,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,I do not,1,NA,nonduplicated,0,pass,2.0566666666666666,acceptable,eligible,4.714285714285714,6.875,5.333333333333333,5,3.5,5.125,3.6666666666666665,4.25,2.6666666666666665
