ResponseID,IPAddress,Status,StartDate,EndDate,Finished,workerId,site,condition,RFQ_M_1,RFQ_M_2,RFQ_M_3,RFQ_M_4,RFQ_M_5,RFQ_M_6,RFQ_M_7,RFQ_M_8,RFQ_M_9,RFQ_M_10,RFQ_M_11,RFQ_M_12,RFQ_M_13,RFQ_M_14,RFQ_M_15,site_choice,profile_num,profile_interest_num,attn_check_2,attn_check_3,engage_1,engage_2,engage_3,engage_4,engage_5,ease_1,ease_2,ease_3,ease_4,ease_5,ease_6,ease_7,ease_8,success_1,success_2,success_3,success_4,success_5,success_6,partner_1,partner_2,partner_3,partner_4,partner_5,partner_6,partner_7,partner_8,age,gender,gender-TEXT,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_5,ethnicity_6,ethnicity_7,ethnicity_8,ethnicity_9,ethnicity_10,ethnicity_11,education,activity_1,activity_2,activity_3,activity_4,activity_5,activity_6,activity_7,activity_8,mc_compliance,mc_strategy,mc_strategy_use,careful_response,honest_response,debrief_concerns,debriefing,attn_check,exclusion,prevention,promotion,engage,ease,fit_success,fit_partner,activity_distraction
R_1EcTHRDYZq8A0WS,af38ee09,0,2018-11-25T01:15:01Z,2018-11-25T01:35:04Z,1,161de6bd,Plenty of Fish,-1,1,1,6,6,6,6,1,6,6,6,6,6,6,6,6,pof,15,0,2,10,2,3,3,4,5,6,2,6,1,7,7,4,4,1,2,2,4,4,4,1,1,1,1,1,1,1,1,36,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,looked for similar hobbies,1,1,1,NA,1,pass,eligible,3.857142857142857,6,2.6666666666666665,6.333333333333333,1.3333333333333333,1,0
R_3hyATKu7ICp2Xtl,a251c20c,0,2018-11-25T01:31:29Z,2018-11-25T02:01:05Z,1,ae56fe25,"OkCupid, Grindr, ferzu",-1,5,5,3,6,5,3,3,5,7,6,3,5,6,6,6,okc,10,0,2,10,5,3,3,5,5,7,5,5,4,8,5,8,9,1,2,3,5,7,6,1,5,2,2,5,5,2,2,22,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,1,Tried to focus on their negative qualities,1,1,1,NA,1,pass,eligible,4.285714285714286,5.5,3.6666666666666665,4.666666666666667,2.5,3.142857142857143,1
R_3nPI5FY4NVlPWFC,33bf37d3,0,2018-11-25T02:08:55Z,2018-11-25T02:26:58Z,1,48b5ca31,"OkCupid, eHarmony",1,3,3,3,3,3,4,5,5,5,4,4,4,5,4,4,eharm,12,2,2,10,4,4,4,8,8,6,5,3,2,9,9,5,5,4,3,4,7,8,8,4,5,5,5,6,4,5,5,22,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,I looked for partners that I might have been compatible with based on traits that were desirable,1,1,1,NA,1,pass,eligible,3.4285714285714284,4.375,4,5,4.166666666666667,4.857142857142857,0
R_265RCdkIzRdabh2,ef5b93b3,0,2018-11-25T02:30:38Z,2018-11-25T02:50:46Z,1,6d8d64c1,"Bumble, Coffee Meets Bagel, eHarmony, Tinder",-1,6,6,5,5,6,7,6,5,4,5,6,5,3,6,6,okc,4,3,2,10,6,6,5,8,8,5,2,7,2,6,6,8,5,6,5,6,5,5,6,6,5,5,4,5,5,6,4,21,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,looking for those traits that I didn't like,1,1,1,NA,1,pass,eligible,5.857142857142857,5,5.666666666666667,5.666666666666667,4,4.857142857142857,0
R_ROFtZC8qnxt0l6F,3ba12bad,0,2018-11-25T04:15:28Z,2018-11-25T04:34:18Z,1,b18abae9,"Plenty of Fish, Happn",1,1,1,1,3,5,2,2,3,7,1,5,6,6,5,5,pof,5,5,2,10,7,6,6,9,10,3,2,7,6,10,10,4,4,5,6,6,9,9,9,7,7,7,7,7,6,6,7,31,male,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,I looked for the aspects in a person that I would fine positive in choosing a partner,1,1,1,None,1,pass,eligible,2.142857142857143,4.75,6.333333333333333,3.6666666666666665,5.833333333333333,6.857142857142857,0
R_3IaeJWFgnyMq7rr,9110ab75,0,2018-11-25T04:16:26Z,2018-11-25T04:36:07Z,1,c48ce5e1,OkCupid,-1,2,3,6,4,2,1,4,5,4,5,3,7,7,5,5,okc,13,2,2,10,7,7,7,9,9,7,5,6,4,9,9,10,10,6,7,7,7,7,9,7,6,7,7,7,7,6,7,46,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,to find someone with qualities I disliked,1,1,1,It was really fun and everything worked well on your survey. thank you.,1,pass,eligible,3.142857142857143,5.125,7,4.666666666666667,5.666666666666667,6.857142857142857,0
R_XFCzyqk5lqlfdsd,456a95e9,0,2018-11-25T04:11:39Z,2018-11-25T04:36:22Z,1,d66c7b80,"eHarmony, Match.com/ca, Plenty of Fish, Tinder",1,4,3,2,4,6,4,3,7,5,5,6,5,5,7,7,pof,22,6,2,10,4,4,2,5,5,6,5,3,1,5,5,8,7,4,2,3,5,7,6,2,3,4,4,5,5,4,4,40,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,Looked at people with desirable traits - visual appearance and then focused on education and age,1,1,1,interesting survey,1,pass,eligible,3.7142857142857144,5.875,3.3333333333333335,5.333333333333333,3,3.857142857142857,0
R_C1U567lCCDGhJF7,dccf92d6,0,2018-11-25T04:42:10Z,2018-11-25T05:12:11Z,1,fc08b949,Plenty of Fish,1,2,2,5,6,7,7,6,7,7,6,6,7,7,6,6,pof,9,0,2,10,4,5,5,7,6,7,2,7,1,9,10,4,4,4,4,4,7,7,6,4,3,5,5,5,4,2,2,42,female,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,Looked for traits I find desirable,1,1,1,NA,1,pass,eligible,5,6.5,4.666666666666667,6.666666666666667,3.8333333333333335,4,0
R_Oef5O0f5qFl2CM9,d0054456,0,2018-11-25T05:41:19Z,2018-11-25T05:58:12Z,1,f97b7cb6,"Bumble, OkCupid, Plenty of Fish, Tinder",1,5,2,4,5,5,2,4,5,4,5,4,4,4,4,4,eharm,23,4,2,10,5,5,5,7,9,4,2,3,3,8,6,7,7,4,4,4,6,7,7,4,5,5,5,5,4,3,4,33,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,I just looked around and wanted to see what people looked like.,1,1,1,NA,1,pass,eligible,3.857142857142857,4.25,5,5,3.8333333333333335,4.571428571428571,0
R_2e4sELNUoZs79bS,429d1873,0,2018-11-25T05:52:09Z,2018-11-25T06:12:50Z,1,3d306e62,"Plenty of Fish, Tinder",-1,2,2,3,4,6,3,2,6,7,6,5,5,5,4,5,pof,6,0,2,10,5,4,5,7,8,7,2,6,2,8,6,7,6,4,4,5,7,7,8,4,4,3,3,4,4,4,5,38,male,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1,1,1,Friendly faces,2,1,1,NA,1,pass,eligible,3.142857142857143,5.375,4.666666666666667,6.333333333333333,4.333333333333333,3.857142857142857,1
R_1Nf9iuujnBuSjKw,09568880,0,2018-11-25T05:57:30Z,2018-11-25T06:13:20Z,1,2c413205,"Bumble, OkCupid, Tinder",1,5,2,3,4,6,3,6,7,7,7,5,7,7,6,7,okc,15,4,2,10,6,6,7,9,9,6,3,7,2,9,9,4,4,5,6,6,9,9,9,6,6,6,6,6,6,7,6,26,male,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,1,1,looked at traits and interests,1,1,1,NA,1,pass,eligible,4.142857142857143,6.625,6.333333333333333,5.666666666666667,5.833333333333333,6,1
R_3MRsNiGv05EA6tz,c1999ccb,0,2018-11-25T05:34:11Z,2018-11-25T06:13:52Z,1,3d0db9a6,Plenty of Fish,-1,2,3,2,7,7,7,2,7,6,7,7,7,6,7,7,pof,300,5,2,10,5,5,5,10,10,7,1,7,1,10,10,4,4,7,7,7,10,10,10,7,7,7,7,7,7,7,7,59,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,I looked for the traits that were unattractive to me,1,1,1,I have used this strategy in the past to eliminate the majority of profiles. Then I would only have a few to actually choose from to determine who I would want to message. I found it to be a time saver.,1,pass,eligible,4.285714285714286,6.75,5,7,7,7,0
R_1gwmscJ6fEbOcRM,c373853d,0,2018-11-25T05:56:24Z,2018-11-25T06:24:03Z,1,44f81dd7,"Plenty of Fish, Tinder",-1,2,2,2,1,4,2,2,2,4,3,2,6,3,4,4,pof,6,4,2,10,6,6,5,9,9,6,2,6,2,9,5,6,5,5,5,5,7,8,7,6,6,5,6,6,6,4,4,49,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,find people who have undesirable traits,1,1,1,Very interesting. Thank you.,1,pass,eligible,2.142857142857143,3.5,5.666666666666667,6,4.666666666666667,5.571428571428571,0
R_1K3GNEpP4tCwD9A,806635b9,0,2018-11-25T06:12:11Z,2018-11-25T06:37:13Z,1,37fa13ed,"OkCupid, eHarmony, Plenty of Fish",-1,6,3,6,6,2,3,5,7,5,2,2,4,6,2,5,eharm,4,1,2,10,6,7,3,9,8,7,4,6,1,8,9,8,7,3,6,2,8,8,9,5,3,5,5,3,5,5,5,39,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,Not used a special strategy at all,3,1,1,N/A,1,pass,eligible,4.428571428571429,4.125,5.333333333333333,6,4.5,4.428571428571429,0
R_25XdkiOp4VCe5NL,a02ecf3b,0,2018-11-25T06:59:08Z,2018-11-25T07:15:51Z,1,75bcdcda,"Bumble, OkCupid, Plenty of Fish, Tinder",1,6,6,6,3,5,7,7,2,5,2,4,2,2,5,5,pof,20,2,2,10,7,7,6,9,9,7,1,7,1,8,10,4,5,2,2,2,7,9,8,6,4,5,4,6,5,4,4,34,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,1,1,I only paid attention to the positive aspects of the dating profiles,1,1,1,"Nothing to add at this time, thank you!",1,pass,eligible,5.714285714285714,3.375,6.666666666666667,7,3.5,4.857142857142857,1
R_25QkcboDDjCcXO4,0d8684ca,0,2018-11-25T07:00:16Z,2018-11-25T07:22:54Z,1,42efa596,"OurTime, Plenty of Fish",1,1,5,3,5,5,4,6,7,6,7,4,7,6,5,5,pof,10,2,2,10,7,7,5,10,10,7,1,7,1,10,10,4,4,4,4,4,8,8,7,7,7,7,5,7,7,7,6,61,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"Within 10 miles of me, same interests, ones I found attractive.",2,1,1,"I was going to read some Plenty Of Fish profiles later on, but you got me doing it earlier...lol. Thanks",1,pass,eligible,4.142857142857143,5.875,6.333333333333333,7,4.333333333333333,6.571428571428571,0
R_3n2Hv0R2ySkm0R0,1271c62e,0,2018-11-25T07:02:09Z,2018-11-25T07:25:31Z,1,385bb492,Plenty of Fish,-1,6,7,6,5,6,6,5,5,6,6,7,5,7,5,6,pof,6,3,2,10,7,6,6,10,10,5,1,6,1,10,10,10,4,6,5,4,9,9,9,6,7,6,7,7,7,6,7,36,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,looked for undesirable,1,1,1,NA,1,pass,eligible,5.857142857142857,5.875,6.333333333333333,6.333333333333333,5.5,6.714285714285714,0
R_1gUZUWf8NX0XoeF,3c71ff8d,0,2018-11-25T07:17:00Z,2018-11-25T07:30:23Z,1,0d38ef01,"Plenty of Fish, Tinder",-1,4,4,3,3,4,4,2,4,4,5,4,5,3,5,5,pof,32,1,2,10,4,4,4,6,6,2,4,3,4,6,7,7,6,4,3,3,8,7,6,4,5,4,5,3,3,4,3,23,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,evaluating who is worth it and who isn't,1,1,1,really enjoyed it,1,pass,eligible,3.4285714285714284,4.375,4,3.3333333333333335,3.6666666666666665,3.857142857142857,0
R_2xPCCJLbGYclN0c,39d543d2,0,2018-11-25T07:07:34Z,2018-11-25T07:33:43Z,1,8afb3a20,"OkCupid, Match.com/ca, Plenty of Fish",1,5,6,6,4,5,5,6,4,6,4,4,2,2,3,4,okc,4,0,2,10,2,2,1,4,4,3,1,3,3,8,7,7,4,1,2,1,5,4,4,3,4,1,4,5,5,1,2,34,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,Looked for desirable traits,2,3,8,"Hopefully my data will be useful, but I find dating sites to be useless after some bad personal experiences. I'm not overly open to online dating profiles but I tried to approach the study/survey with as open a mind as possible",1,pass,eligible,5.285714285714286,3.625,1.6666666666666667,5,1.3333333333333333,3.4285714285714284,0
R_2TAcGzCZkfBDBOG,db3c8a78,0,2018-11-25T07:36:15Z,2018-11-25T08:02:42Z,1,70fa0b9a,Plenty of Fish,1,5,7,7,7,5,4,7,7,6,7,5,4,6,5,5,pof,20,3,2,10,6,5,5,5,5,7,1,7,1,7,6,9,6,4,1,1,4,5,5,4,6,6,5,5,6,2,4,45,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,1,1,Tried to concentrate on one main positive trait when looking at each person,1,1,1,NA,1,pass,eligible,6,5.625,5.333333333333333,7,1.8333333333333333,5.142857142857143,1
R_3sulNnxBvfX3S38,83d1d88d,0,2018-11-25T08:54:44Z,2018-11-25T09:26:51Z,1,45e9a745,"OkCupid, Plenty of Fish, Pure, Tinder",-1,5,3,5,5,7,7,7,7,7,7,7,7,7,7,7,okc,26,4,2,10,5,5,5,7,7,6,5,7,6,8,9,8,7,4,4,4,7,7,8,7,7,7,7,7,7,7,7,25,female,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,Picking out one thing I didnt like,1,1,1,NA,1,pass,eligible,5.571428571428571,7,5,3.6666666666666665,4.166666666666667,7,0
R_2wtVTW8ytAwJGel,02fc81b5,0,2018-11-25T09:36:14Z,2018-11-25T09:54:09Z,1,bdfa94bb,"Bumble, Plenty of Fish, Tinder",1,4,5,3,5,6,3,4,6,7,5,5,6,5,5,6,pof,8,1,2,10,6,6,5,9,9,5,3,6,4,8,8,6,9,4,3,3,8,8,8,6,6,6,5,6,6,5,5,35,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,searched for people close by and around the same age as me.,2,1,1,NA,1,pass,eligible,4.285714285714286,5.625,5.666666666666667,4.666666666666667,4.166666666666667,5.714285714285714,0
R_1H7ETp37qSuyHQt,20a1ff7a,0,2018-11-25T09:41:45Z,2018-11-25T09:57:40Z,1,ed055612,"Bumble, OkCupid, Tinder",1,6,2,6,4,5,3,3,3,5,3,2,5,2,3,4,pof,6,2,2,10,2,5,5,7,5,3,3,5,5,7,5,8,6,3,3,2,8,7,8,5,2,4,3,5,2,5,4,20,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,1,2,I browsed for people near me and looked at the ones that were close to my age and attractive.,1,1,1,NA,1,pass,eligible,4.142857142857143,3.375,4,3.6666666666666665,3.6666666666666665,3.5714285714285716,1
R_1rid1hJ70kadKf0,f22e7c99,0,2018-11-25T10:00:58Z,2018-11-25T10:28:22Z,1,619ebd25,"OkCupid, Plenty of Fish",-1,4,1,1,4,7,7,7,7,4,7,7,7,7,7,7,pof,5,0,2,10,1,7,4,7,7,7,1,7,1,10,10,4,4,7,7,5,7,4,7,1,1,1,1,1,1,1,1,32,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,hispanic,2,NA,NA,NA,NA,NA,NA,NA,1,1,clicked on the ones i taught were interesting,3,1,1,this was fun,1,pass,eligible,4.428571428571429,6.625,4,7,4.666666666666667,1,0
R_3RlblGDYxf7DTVm,dd7b8529,0,2018-11-25T10:11:05Z,2018-11-25T10:28:59Z,1,5961a6f3,"OkCupid, Plenty of Fish",1,5,4,4,6,6,5,4,6,6,5,6,5,5,6,6,okc,8,1,2,10,6,5,5,9,9,7,1,6,1,9,9,5,5,4,5,5,8,8,8,6,6,6,7,6,6,5,5,39,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,1,1,clicking on attractive men,2,1,1,NA,1,pass,eligible,4.857142857142857,5.625,5.333333333333333,7,4.833333333333333,6,1
R_1IZrAtd1l8JCpn2,c510a3ec,0,2018-11-25T10:21:46Z,2018-11-25T10:38:51Z,1,d20a4fe2,"OkCupid, Match.com/ca, Plenty of Fish, Tinder",-1,5,4,4,5,5,4,5,5,5,4,5,4,6,4,5,pof,20,3,5,7,4,3,3,7,8,5,4,4,2,6,7,6,6,4,5,5,6,7,7,3,5,4,4,5,5,4,5,28,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,quickly browsed  profile pictures,2,1,1,NA,1,fail,ineligible,4.571428571428571,4.75,3.3333333333333335,5,4.166666666666667,4.428571428571429,0
R_2fwmBWXKXzhhsJ9,56e83cb6,0,2018-11-25T10:30:02Z,2018-11-25T10:46:17Z,1,1edc19ae,"Bumble, Plenty of Fish, Tinder",-1,3,2,1,4,5,2,1,5,6,6,3,6,5,4,5,pof,20,3,2,10,5,7,5,7,9,7,1,7,1,10,8,5,4,4,5,5,5,6,7,7,6,6,6,7,7,6,6,29,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,1,1,looking for undesirable traits.,1,1,1,"none, thanks!  Actually going to message one of the people I found now haha.",1,pass,eligible,2.5714285714285716,5,5.666666666666667,7,3.8333333333333335,6.428571428571429,1
R_3NQwmAGx5S32JwT,4d9851b4,0,2018-11-25T10:30:46Z,2018-11-25T10:50:37Z,1,9edefcd9,"Chemistry, OkCupid, eHarmony, HeartBroker, Tinder",1,3,3,2,5,6,3,5,6,7,7,4,6,7,5,5,okc,6,3,2,10,7,7,7,10,10,7,1,7,2,10,10,4,4,7,4,6,9,10,10,6,6,6,6,6,7,5,5,33,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,pictures,3,1,1,none,1,pass,eligible,3.857142857142857,5.875,7,6.666666666666667,6.166666666666667,6,0
R_3IYthtjg6UF9vYV,ca4cc158,0,2018-11-25T11:12:17Z,2018-11-25T11:37:17Z,1,a23b2f44,Plenty of Fish,-1,5,6,3,6,7,7,6,7,7,7,5,7,4,5,5,pof,7,1,2,10,7,5,5,10,10,1,3,7,7,6,9,10,10,3,3,3,5,6,6,6,4,5,5,5,5,4,4,45,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,looked at undesirable traits,1,1,1,NA,1,pass,eligible,5.714285714285714,5.875,5.666666666666667,2.3333333333333335,2.8333333333333335,4.857142857142857,0
R_3P5XsKyY82u8xFP,9dc6e9e6,0,2018-11-25T12:03:02Z,2018-11-25T12:18:43Z,1,b934aff5,"Coffee Meets Bagel, OkCupid, Plenty of Fish",1,5,7,4,6,6,5,6,5,6,5,5,6,6,6,5,okc,5,15,2,10,5,7,6,10,10,6,6,6,2,9,9,4,4,5,6,5,9,9,9,5,5,6,5,6,6,5,5,35,male,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,Checking their profile and looking for desirable traits in a woman.,1,1,1,Thank you.,1,pass,eligible,5.571428571428571,5.5,6,4.666666666666667,5.666666666666667,5.428571428571429,0
R_6h9pLms0xNIY813,48c3d4be,0,2018-11-25T12:00:52Z,2018-11-25T12:20:09Z,1,e0dbec60,eHarmony,-1,6,6,7,6,7,5,7,5,6,5,6,7,6,5,6,eharm,3,1,2,10,7,6,6,8,7,6,4,4,2,8,8,5,6,5,5,5,9,9,9,6,6,6,5,7,6,6,5,46,female,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,I tried to use the method of elimination whereby I try to eliminate qualitiesI don't like in a person and then narrow my choices down to what I end up liking,1,1,1,NA,1,pass,eligible,6.285714285714286,5.75,6.333333333333333,5.333333333333333,5.5,5.857142857142857,0
R_sp1EXeOl3LcDEMV,8ebf057f,0,2018-11-25T12:40:13Z,2018-11-25T12:56:07Z,1,a8c64285,"Bumble, OkCupid, eHarmony, Plenty of Fish, Tinder",-1,4,4,4,5,4,4,4,5,4,5,6,5,4,5,5,okc,5,0,2,10,4,4,4,7,8,7,2,6,1,10,10,4,4,5,4,4,7,7,4,1,1,1,1,1,1,1,1,25,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1,1,1,looking at the undesirable traits of the profiles,1,1,1,NA,1,pass,eligible,4.142857142857143,4.875,4,6.666666666666667,3.6666666666666665,1,1
R_bwnCt22YzwrHBE5,3b760bfc,0,2018-11-25T13:35:15Z,2018-11-25T13:49:31Z,1,d941eba4,eHarmony,1,1,1,1,4,5,3,1,4,5,5,5,6,5,5,5,eharm,3,1,2,10,5,5,5,8,8,6,1,6,1,9,9,4,4,5,6,6,8,8,8,6,6,6,6,6,6,6,6,37,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,ooking for desirable traits,1,1,1,NA,1,pass,eligible,2.2857142857142856,5,5,6.666666666666667,5.333333333333333,6,0
R_2wcPMeIhBKSaev1,8073f368,0,2018-11-25T13:37:36Z,2018-11-25T13:55:39Z,1,eb32092c,"Coffee Meets Bagel, OkCupid, Tinder",-1,5,4,4,6,6,3,4,5,6,6,5,5,7,5,6,okc,6,3,2,10,5,5,7,10,9,5,3,5,3,9,8,6,7,4,4,6,9,10,9,6,6,6,5,5,5,6,5,18,male,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,I looked for the negative aspects in women.,1,1,1,It was very fun.,1,pass,eligible,4.571428571428571,5.625,5.666666666666667,5,5.5,5.428571428571429,1
R_2coOC2QcBM8ivt9,a04ecac7,0,2018-11-25T13:38:34Z,2018-11-25T13:58:33Z,1,de7ddb4d,"Badoo, Bumble, Chemistry, Coffee Meets Bagel, OkCupid, eHarmony, GayRomeo, Grindr, HeartBroker, JDate, Match.com/ca, OurTime, Plenty of Fish, Pure, Tinder, Zoosk",1,4,4,4,4,4,4,5,5,5,5,4,4,5,6,5,pof,15,5,2,10,6,6,5,9,9,6,2,6,2,9,9,5,5,5,5,5,9,9,9,6,6,6,6,6,6,6,6,25,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,1,Looked for desirable traits in multiple profiles.,1,1,1,NA,1,pass,eligible,4.142857142857143,4.875,5.666666666666667,6,5.5,6,1
R_3FOmcBqvmMvpotJ,0f2f8f53,0,2018-11-25T13:37:26Z,2018-11-25T13:59:50Z,1,557d7e7e,"eHarmony, Match.com/ca",1,1,1,1,7,7,5,1,7,7,7,7,7,7,7,7,okc,8,3,2,10,7,7,7,10,10,7,1,7,1,10,10,4,4,7,7,7,10,10,10,7,7,7,7,7,7,7,7,33,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,1,1,same interest,1,1,1,great study,1,pass,eligible,3.2857142857142856,7,7,7,7,7,1
R_2CJON9oLeg7ej63,2f924759,0,2018-11-25T13:48:10Z,2018-11-25T14:16:59Z,1,99d58285,"eHarmony, Match.com/ca",-1,4,5,4,5,4,3,6,5,4,5,3,5,5,4,4,eharm,6,2,5,10,5,6,5,8,9,5,2,6,2,8,8,5,6,4,4,5,7,8,9,3,5,3,5,4,3,5,5,45,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,To look at profiles and see who had undesirable traits,2,1,1,none,1,fail,ineligible,4.428571428571429,4.375,5.333333333333333,5.666666666666667,4.666666666666667,4,0
R_2TLUpVoYlpx7rC2,945353d9,0,2018-11-25T13:43:42Z,2018-11-25T14:49:29Z,1,e40370e8,"OkCupid, eHarmony, Tinder",-1,3,4,4,5,5,5,3,5,3,5,5,4,6,3,4,okc,5,0,2,10,4,1,1,7,7,7,1,7,1,8,7,4,6,4,1,1,6,6,6,5,1,1,4,1,1,1,4,19,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,I checked what I disagreed with on peoples profiles,1,1,1,NA,1,pass,eligible,4.142857142857143,4.375,2,7,2.5,2.4285714285714284,0
R_cCJZjqV9QALL5At,f424b840,0,2018-11-25T15:10:53Z,2018-11-25T15:26:09Z,1,e4fde266,"OkCupid, Tinder",1,3,3,2,5,5,2,3,5,6,6,5,5,5,7,4,okc,7,0,2,10,6,6,5,6,6,6,2,6,1,8,6,5,8,2,3,3,9,9,8,2,2,2,3,5,3,2,2,28,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,1,look for desirable traits,1,1,1,NA,1,pass,eligible,3.2857142857142856,5.375,5.666666666666667,6.333333333333333,4.166666666666667,2.7142857142857144,0
R_1f3pJzxNlltbPF6,4807ee65,0,2018-11-25T15:10:06Z,2018-11-25T15:30:55Z,1,644335af,"OkCupid, Match.com/ca, Tinder",1,3,3,3,5,3,4,4,5,6,4,6,5,6,4,5,okc,4,2,2,10,4,4,4,7,8,4,3,4,5,8,8,8,8,5,5,4,6,7,7,4,5,5,5,4,4,5,5,32,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Hispanic,5,NA,NA,NA,NA,NA,NA,NA,1,1,range of ages,1,1,1,NA,1,fail,ineligible,3.5714285714285716,5.125,4,4,4.166666666666667,4.571428571428571,0
R_3O6VLA3Bh8Gu7uJ,2ae31895,0,2018-11-25T15:11:38Z,2018-11-25T15:33:12Z,1,e21e7dcf,"Badoo, OkCupid, Plenty of Fish, Tinder",1,6,7,5,6,5,6,5,5,6,5,6,3,4,6,6,pof,15,1,2,10,5,4,4,7,7,7,5,6,2,9,7,8,5,2,3,3,7,7,7,6,7,6,4,6,5,4,4,31,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,1,1,Desirable traits,2,1,1,NA,1,pass,eligible,5.714285714285714,5.125,4.333333333333333,5.333333333333333,3.3333333333333335,5.428571428571429,1
